PLAYER DIVISION SCORE FAIRNESS ACCEPTS REJECT
-------
playerVirtual1 3 -1 1 1 1
playerVirtual2 3 1.33 0.5 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.5 5 0
playerVirtual3 3 3.32 1 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.333333 5 0
playerVirtual3 3 2.32 1 2 1
playerVirtual4 3 1.33 0 3 0
playerVirtual0 3 -4 1 0 2
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.375 5 0
playerVirtual3 3 2.32 1 2 1
playerVirtual4 3 1.33 0 4 0
playerVirtual0 4 -10 1 0 5
playerVirtual5 3 3.32 0 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.444444 5 0
playerVirtual3 3 2.32 0.857143 2 1
playerVirtual4 3 1.33 0.333333 6 0
playerVirtual0 4 -10 1 0 5
playerVirtual5 3 3.32 0.5 3 0
playerVirtual6 3 0 0 1 0
playerVirtual1356 3 -2 0 0 1
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.454545 5 0
playerVirtual3 3 2.32 0.875 2 1
playerVirtual4 3 3.99 0.6 8 0
playerVirtual0 4 -10 1 0 5
playerVirtual5 3 3.32 0.5 4 0
playerVirtual6 3 3.32 1 3 0
playerVirtual1356 4 -6 0 0 3
playerVirtual7 3 1.33 0 1 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.5 5 0
playerVirtual3 3 2.32 0.888889 2 1
playerVirtual4 2 5.32 0.666667 9 0
playerVirtual0 4 -10 1 0 5
playerVirtual5 2 5.31 0.6 5 0
playerVirtual6 2 5.31 1 4 0
playerVirtual1356 4 -6 0 0 3
playerVirtual7 3 1.33 0 1 0
playerVirtual8 3 3.32 0 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 7.3 0.5 6 0
playerVirtual3 3 2.32 0.909091 2 1
playerVirtual4 2 5.32 0.714286 9 0
playerVirtual0 4 -10 1 0 5
playerVirtual5 2 5.31 0.666667 5 0
