ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-03-16 17:45:51
2	3	6	6	0	1	2018-03-16 17:50:51
3	4	14	14	0	1	2018-03-16 17:55:52
4	5	22	22	0	1	2018-03-16 18:00:52
5	5	30	24	6	0.8	2018-03-16 18:05:52
6	5	37	24	13	0.648648648648649	2018-03-16 18:10:52
7	5	44	24	20	0.545454545454545	2018-03-16 18:15:52
8	5	50	24	26	0.48	2018-03-16 18:20:52
9	5	56	25	31	0.446428571428571	2018-03-16 18:25:52
10	5	58	25	33	0.431034482758621	2018-03-16 18:30:53
11	5	59	25	34	0.423728813559322	2018-03-16 18:35:53
12	5	60	26	34	0.433333333333333	2018-03-16 18:40:53
13	5	62	26	36	0.419354838709677	2018-03-16 18:45:53
14	5	62	26	36	0.419354838709677	2018-03-16 18:50:53
15	5	64	26	38	0.40625	2018-03-16 18:55:53
16	5	66	26	40	0.393939393939394	2018-03-16 19:00:53
17	6	68	28	40	0.411764705882353	2018-03-16 19:05:54
18	6	70	30	40	0.428571428571429	2018-03-16 19:10:54
19	6	73	31	42	0.424657534246575	2018-03-16 19:15:54
20	6	75	33	42	0.44	2018-03-16 19:20:54
21	6	77	33	44	0.428571428571429	2018-03-16 19:25:54
22	6	79	33	46	0.417721518987342	2018-03-16 19:30:54
23	6	80	33	47	0.4125	2018-03-16 19:35:54
24	6	83	33	50	0.397590361445783	2018-03-16 19:40:55
25	7	83	33	50	0.397590361445783	2018-03-16 19:45:55
26	7	85	34	51	0.4	2018-03-16 19:50:55
27	7	88	34	54	0.386363636363636	2018-03-16 19:55:55
28	7	89	34	55	0.382022471910112	2018-03-16 20:00:55
29	9	90	35	55	0.388888888888889	2018-03-16 20:05:55
30	9	90	35	55	0.388888888888889	2018-03-16 20:10:55
31	9	90	35	55	0.388888888888889	2018-03-16 20:15:56
32	9	93	38	55	0.408602150537634	2018-03-16 20:20:56
33	10	96	40	56	0.416666666666667	2018-03-16 20:25:56
34	10	96	40	56	0.416666666666667	2018-03-16 20:30:56
35	10	98	42	56	0.428571428571429	2018-03-16 20:35:56
36	10	98	42	56	0.428571428571429	2018-03-16 20:40:56
37	10	103	47	56	0.456310679611651	2018-03-16 20:45:56
38	10	104	48	56	0.461538461538462	2018-03-16 20:50:57
39	10	105	48	57	0.457142857142857	2018-03-16 20:55:57
40	10	107	50	57	0.467289719626168	2018-03-16 21:00:57
41	10	108	50	58	0.462962962962963	2018-03-16 21:05:57
42	10	110	51	59	0.463636363636364	2018-03-16 21:10:57
43	10	111	52	59	0.468468468468468	2018-03-16 21:15:57
44	10	112	53	59	0.473214285714286	2018-03-16 21:20:57
45	10	113	53	60	0.469026548672566	2018-03-16 21:25:57
46	10	115	53	62	0.460869565217391	2018-03-16 21:30:58
47	10	115	53	62	0.460869565217391	2018-03-16 21:35:58
48	10	116	54	62	0.46551724137931	2018-03-16 21:40:58
49	10	117	55	62	0.47008547008547	2018-03-16 21:45:58
50	10	118	55	63	0.466101694915254	2018-03-16 21:50:58
51	10	120	55	65	0.458333333333333	2018-03-16 21:55:58
