ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-03-16 13:25:54
2	3	3	3	0	1	2018-03-16 13:30:55
3	4	13	13	0	1	2018-03-16 13:35:55
4	5	21	18	3	0.857142857142857	2018-03-16 13:40:55
5	5	28	24	4	0.857142857142857	2018-03-16 13:45:55
6	5	37	26	11	0.702702702702703	2018-03-16 13:50:55
7	5	42	26	16	0.619047619047619	2018-03-16 13:55:55
8	5	49	26	23	0.530612244897959	2018-03-16 14:00:55
9	5	52	26	26	0.5	2018-03-16 14:05:55
10	5	54	26	28	0.481481481481481	2018-03-16 14:10:55
11	5	56	26	30	0.464285714285714	2018-03-16 14:15:56
12	5	58	26	32	0.448275862068966	2018-03-16 14:20:56
13	5	59	26	33	0.440677966101695	2018-03-16 14:25:56
14	5	61	26	35	0.426229508196721	2018-03-16 14:30:56
15	5	61	26	35	0.426229508196721	2018-03-16 14:35:56
16	5	63	26	37	0.412698412698413	2018-03-16 14:40:56
17	6	64	26	38	0.40625	2018-03-16 14:45:56
18	6	65	27	38	0.415384615384615	2018-03-16 14:50:57
19	6	69	29	40	0.420289855072464	2018-03-16 14:55:57
20	6	71	31	40	0.436619718309859	2018-03-16 15:00:57
21	6	75	33	42	0.44	2018-03-16 15:05:57
22	6	77	33	44	0.428571428571429	2018-03-16 15:10:57
23	6	78	33	45	0.423076923076923	2018-03-16 15:15:57
24	6	79	33	46	0.417721518987342	2018-03-16 15:20:57
25	7	81	33	48	0.407407407407407	2018-03-16 15:25:57
26	7	84	34	50	0.404761904761905	2018-03-16 15:30:58
27	7	87	34	53	0.390804597701149	2018-03-16 15:35:58
28	7	88	34	54	0.386363636363636	2018-03-16 15:40:58
29	8	89	35	54	0.393258426966292	2018-03-16 15:45:58
30	9	90	36	54	0.4	2018-03-16 15:50:58
31	9	90	36	54	0.4	2018-03-16 15:55:58
32	9	93	39	54	0.419354838709677	2018-03-16 16:00:58
33	9	94	40	54	0.425531914893617	2018-03-16 16:05:58
34	10	97	43	54	0.443298969072165	2018-03-16 16:10:59
35	10	97	43	54	0.443298969072165	2018-03-16 16:15:59
36	10	99	45	54	0.454545454545455	2018-03-16 16:20:59
37	10	102	48	54	0.470588235294118	2018-03-16 16:25:59
38	10	105	50	55	0.476190476190476	2018-03-16 16:30:59
39	10	106	51	55	0.481132075471698	2018-03-16 16:35:59
40	10	107	52	55	0.485981308411215	2018-03-16 16:40:59
41	10	107	52	55	0.485981308411215	2018-03-16 16:45:59
42	10	109	54	55	0.495412844036697	2018-03-16 16:51:00
43	10	112	56	56	0.5	2018-03-16 16:56:00
44	10	113	57	56	0.504424778761062	2018-03-16 17:01:00
45	10	116	60	56	0.517241379310345	2018-03-16 17:06:00
46	10	117	61	56	0.521367521367521	2018-03-16 17:11:00
47	10	118	62	56	0.525423728813559	2018-03-16 17:16:00
48	10	119	62	57	0.521008403361345	2018-03-16 17:21:00
49	10	120	63	57	0.525	2018-03-16 17:26:00
50	10	121	64	57	0.528925619834711	2018-03-16 17:31:01
51	10	124	66	58	0.532258064516129	2018-03-16 17:36:01
