PLAYER DIVISION SCORE FAIRNESS ACCEPTS REJECT
-------
playerVirtual1 3 0 0 1 1
playerVirtual2 3 0 0 2 0
-------
playerVirtual1 3 -1 1 1 2
playerVirtual2 3 1.33 0.5 5 0
playerVirtual3 3 0 0 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 8.63 0.5 6 0
playerVirtual3 3 3.32 1 2 1
playerVirtual4 3 0 0 2 0
playerVirtual0 3 0 0 0 2
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 8.63 0.428571 6 0
playerVirtual3 3 2.32 1 2 1
playerVirtual4 3 0 0 4 0
playerVirtual0 3 -4 0 0 4
playerVirtual5 3 0 0 3 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 8.63 0.5 6 0
playerVirtual3 3 2.32 0.833333 2 1
playerVirtual4 3 1.33 0.5 6 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 3 1.99 0 5 0
playerVirtual6 3 0 0 1 0
playerVirtual1590 3 0 0 0 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 2 8.63 0.555556 7 0
playerVirtual3 3 2.32 0.857143 2 1
playerVirtual4 3 1.33 0.5 8 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.5 5 0
playerVirtual6 3 0 0 3 0
playerVirtual1590 3 -2 0 0 2
playerVirtual7 3 0 0 1 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 1 9.96 0.636364 7 0
playerVirtual3 3 2.32 0.875 2 1
playerVirtual4 3 3.99 0.4 9 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.75 5 0
playerVirtual6 3 3.32 1 4 0
playerVirtual1590 4 -4 0 0 2
playerVirtual7 3 0 0 1 0
playerVirtual8 3 0 0 2 0
playerVirtual1985 3 0 0 0 1
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 1 9.96 0.666667 7 0
playerVirtual3 3 2.32 0.9 2 1
playerVirtual4 2 5.32 0.5 9 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.6 5 0
playerVirtual6 2 6.64 0.666667 5 0
playerVirtual1590 4 -4 0 0 2
playerVirtual7 3 0 0 1 0
playerVirtual8 3 3.32 0 3 0
playerVirtual1985 3 -4 0 0 3
playerVirtual9 3 0 0 1 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 1 9.96 0.666667 7 0
playerVirtual3 3 2.32 0.909091 2 1
playerVirtual4 2 5.32 0.571429 9 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.666667 5 0
playerVirtual6 2 6.64 0.75 7 0
playerVirtual1590 4 -4 0 0 2
playerVirtual7 3 0 0 1 0
playerVirtual8 3 3.32 0 5 0
playerVirtual1985 4 -8 0 0 4
playerVirtual9 3 1.33 0 2 0
playerVirtual10 3 0 0 1 0
playerVirtual1161 3 0 0 0 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 1 9.96 0.692308 7 0
playerVirtual3 3 2.32 0.909091 2 1
playerVirtual4 2 5.32 0.625 9 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.714286 5 0
playerVirtual6 2 7.97 0.75 7 0
playerVirtual1590 4 -4 0 0 2
playerVirtual7 3 0 0 1 0
playerVirtual8 2 4.65 0 5 0
playerVirtual1985 4 -8 0 0 4
playerVirtual9 3 1.33 1 2 0
playerVirtual10 3 0 0 2 0
playerVirtual1161 3 0 0 0 2
playerVirtual11 3 0 0 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 1 9.96 0.714286 7 0
playerVirtual3 3 2.32 0.916667 2 1
playerVirtual4 2 5.32 0.5 9 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.571429 5 0
playerVirtual6 2 7.97 0.5 8 0
playerVirtual1590 4 -4 0 0 2
playerVirtual7 3 0 0 1 0
playerVirtual8 2 1.32 0 7 0
playerVirtual1985 4 -8 0 0 4
playerVirtual9 3 1.33 0.5 2 0
playerVirtual10 3 1.33 1 4 0
playerVirtual1161 3 -4 0 0 3
playerVirtual11 3 1.33 0 3 0
playerVirtual12 3 0 0 2 0
-------
playerVirtual1 4 -2 1 1 2
playerVirtual2 1 9.96 0.666667 7 0
playerVirtual3 3 2.32 0.923077 2 1
playerVirtual4 2 5.32 0.555556 9 0
playerVirtual0 4 -8 1 0 4
playerVirtual5 2 4.65 0.625 5 0
playerVirtual6 1 9.3 0.6 8 0
playerVirtual1590 4 -4 0 0 2
playerVirtual7 3 0 0 1 0
playerVirtual8 2 1.32 0.25 7 0
playerVirtual1985 4 -8 0 0 4
playerVirtual9 3 1.33 0.666667 2 0
